marketid	upstreamid	downstreamid	cites_cites	kn_similarity	_sq*(kn_similarity)	cites_size	cites_experience	cites_rankcmd	domain_similarity	match
14	6	12	0.33641648	0.017481927	0.00030561775	0	0.065900646	0	0.061266255	0
14	6	13	0.22042735	0	0	0	0.087867528	0	0.32675335	0
14	6	14	0.11668823	0	0	0	0.021966882	0	0.7198081	0
14	6	15	0.70093507	0.12222072	0.014937906	0.68156362	0.17573506	0.22259775	0.67634189	0
14	6	16	0.68346411	0.21497522	0.046214346	0.48193824	0.48327142	0	0.6896767	0
14	6	17	0.72208261	0.37594092	0.14133157	0.48193824	0.10983442	0.16694832	0.7190966	0
14	6	18	0.34768543	0.28946546	0.08379025	0	0.065900646	0	0.41739064	0
14	6	19	0	0	0	0	0	0	0.11027926	0
14	6	20	0.52412415	0.12990539	0.01687541	0.68156362	0.021966882	0.33389661	0.31147578	0
14	6	21	0.49150488	0.34151596	0.11663315	0	0.61507273	0	0.86337066	1
14	6	22	0.61251944	0.15674202	0.02456806	0.48193824	0	0	0.30448589	0
14	6	23	0.24928784	0.029198773	0.00085256837	0	0.065900646	0	0.061266255	0
14	6	24	0.42706871	0.052078821	0.0027122037	0	0.10983442	0	0.27511209	0
14	6	25	0.53803736	0.14144379	0.020006346	0.48193824	0.10983442	0.1669483	0.29615796	0
14	6	26	0.57280821	0.022889612	0.00052393437	0.68156362	0.48327142	0.22259773	0.066528745	0
14	7	1	0.1352264	0.70963013	0.50357491	0	0.018876534	0	0.86412311	1
14	7	2	0.080639921	0.0020951594	4.389693*^-6	0	0.018876534	0	0.28884926	0
14	7	3	0.59246445	0.015084629	0.00022754603	0	0.37753069	0	0.75088179	0
14	7	4	0.51582932	0.017307581	0.00029955237	0.58567977	0.39640719	0.28692332	0.4819493	0
14	7	5	0.31128809	0.021425588	0.00045905582	0.41413814	0.018876534	0	0.24995241	0
14	7	6	0.39129829	0.65780497	0.43270737	0.41413814	0	0.57384664	0.32803872	1
14	7	7	0.56943768	0.01854937	0.0003440791	0.58567977	0.24539495	0.1912822	0.39999419	0
14	7	8	0.28878674	0.087954514	0.0077359965	0	0.22651839	0	0.6522845	0
14	7	9	0.32930455	0.17604767	0.030992782	0	0.16988881	0	0.73236012	0
14	7	10	0.71730828	0.031806476	0.0010116519	0.71730828	0.18876535	0.23910277	0.32937813	0
14	7	11	0.62008458	0.021107968	0.00044554632	0.41413814	0.32090107	0	0.5075233	0
14	7	12	0.2890887	0.70105433	0.49147719	0	0.056629598	0	0.7776711	1
14	7	13	0.18941715	0.46785337	0.21888678	0	0.075506136	0	0.67645043	0
14	7	14	0.10027228	0.0020951594	4.389693*^-6	0	0.018876534	0	0.40849453	0
14	7	15	0.60232598	0.0084319226	0.000071097318	0.58567977	0.15101227	0.19128223	0.47123185	0
14	7	16	0.58731294	0.020719795	0.00042930988	0.41413814	0.41528374	0	0.52298892	0
14	7	17	0.62049848	0.042344958	0.0017930954	0.41413814	0.094382674	0.14346167	0.68376321	0
14	7	18	0.29877231	0.019171942	0.00036756336	0	0.056629598	0	0.76969481	0
14	7	19	0	0.10374768	0.010763581	0	0	0	0.0096283089	0
14	7	20	0.45038921	0.017980957	0.00032331483	0.58567977	0.018876534	0.28692329	0.25787842	0
14	7	21	0.4223589	0.0094281593	0.000088890185	0	0.52854294	0	0.37223083	0
14	7	22	0.52634889	0.025806099	0.00066595478	0.41413814	0	0	0.3914074	0
14	7	23	0.2142175	0.02063103	0.00042563942	0	0.056629598	0	0.50548619	0
14	7	24	0.36698776	0.0014731979	2.1703122*^-6	0	0.094382674	0	0.41408446	0
14	7	25	0.46234512	0.07571049	0.0057320786	0.41413814	0.094382674	0.14346164	0.69437563	0
14	7	26	0.49222431	0.0035109653	0.000012326877	0.58567977	0.41528374	0.1912822	0.51971096	0
14	8	1	0.12251271	0.41952413	0.17600051	0	0.017101804	0	0.7623961	0
14	8	2	0.07305833	0.22064026	0.048682123	0	0.017101804	0	0.077869341	0
14	8	3	0.53676224	0.0018261153	3.3346971*^-6	0	0.34203607	0	0.69748008	0
14	8	4	0.46733215	0.0028266564	7.9899864*^-6	0.53061545	0.35913786	0.25994742	0.69183451	0
14	8	5	0.28202146	0.0012744504	1.6242239999999999*^-6	0.37520176	0.017101804	0	0.14655572	0
14	8	6	0.35450929	0.26525787	0.070361733	0.37520176	0	0.51989484	0.13429004	0
14	8	7	0.51590037	0.0011395509	1.2985763*^-6	0.53061545	0.22232345	0.17329827	0.22048967	0
14	8	8	0.26163563	0.053268988	0.0028375851	0	0.20522164	0	0.69408268	0
14	8	9	0.29834405	0.013462193	0.00018123064	0	0.15391624	0	0.71184075	0
14	8	10	0.64986855	0.001609717	2.5911888*^-6	0.64986855	0.17101803	0.21662284	0.1530323	0
14	8	11	0.56178558	0.034477744	0.0011887149	0.37520176	0.29073066	0	0.36282808	0
14	8	12	0.26190922	0.38351002	0.14707994	0	0.05130541	0	0.7318629	0
14	8	13	0.17160857	0.82232749	0.6762225	0	0.068407215	0	0.88215613	1
14	8	14	0.090844892	0.22064026	0.048682123	0	0.017101804	0	0.1301464	0
14	8	15	0.54569662	0.00031323239	9.8114533*^-8	0.53061545	0.13681443	0.17329828	0.34782371	0
14	8	16	0.53209502	0.082980044	0.0068856878	0.37520176	0.37623966	0	0.409152	0
14	8	17	0.56216055	0.0025789645	6.651057399999999*^-6	0.37520176	0.085509017	0.12997371	0.65860003	0
14	8	18	0.27068236	0.0015292703	2.3386676*^-6	0	0.05130541	0	0.69165975	0
14	8	19	0	0.044916276	0.0020174719	0	0	0	0.22652897	0
14	8	20	0.40804461	0.0063398802	0.000040194082	0.53061545	0.017101804	0.25994739	0.31195515	0
14	8	21	0.38264963	0.00022816149	5.2057665000000004*^-8	0	0.47885048	0	0.2905221	0
14	8	22	0.4768627	0.0045469874	0.000020675094	0.37520176	0	0	0.39878982	0
14	8	23	0.19407724	0	0	0	0.05130541	0	0.7318629	0
14	8	24	0.33248436	0	0	0	0.085509017	0	0.74045539	0
14	8	25	0.41887644	0.0087959524	0.000077368779	0.37520176	0.085509017	0.12997369	0.68561524	0
14	8	26	0.44594646	0.0062251962	0.000038753067	0.53061545	0.37623966	0.17329827	0.73794109	0
14	9	1	0.093632266	0.028521139	0.00081345538	0	0.013070324	0	0.1008321	0
14	9	2	0.055835981	0	0	0	0.013070324	0	0.76052332	0
14	9	3	0.410229	0.18967152	0.035975285	0	0.26140648	0	0.49564224	0
14	9	4	0.35716596	0.074393898	0.0055344519	0.40553123	0.27447677	0.19866891	0.39620149	0
14	9	5	0.21553935	0.35247806	0.12424078	0.28675386	0.013070324	0	0.71119773	0
14	9	6	0.27093932	0.10753829	0.011564484	0.28675386	0	0.39733782	0.32050449	0
14	9	7	0.39428499	0.29239017	0.085492007	0.40553123	0.1699142	0.13244593	0.77933651	0
14	9	8	0.19995916	0.050014164	0.0025014167	0	0.15684387	0	0.50615311	0
14	9	9	0.22801414	0.72172856	0.52089214	0	0.11763291	0	0.85447341	1
14	9	10	0.49667227	0.45533431	0.20732933	0.49667227	0.13070324	0.16555743	0.77759719	0
14	9	11	0.42935351	0.096099727	0.0092351576	0.28675386	0.22219549	0	0.66061151	0
14	9	12	0.20016825	0.15398522	0.023711447	0	0.039210968	0	0.14259814	0
14	9	13	0.13115455	0	0	0	0.052281294	0	0.39610592	0
14	9	14	0.069429643	0	0	0	0.013070324	0	0.67221397	0
14	9	15	0.41705725	0.067260601	0.0045239883	0.40553123	0.10456259	0.13244595	0.69694352	0
14	9	16	0.40666202	0.060800299	0.0036966763	0.28675386	0.28754711	0	0.72631961	0
14	9	17	0.42964005	0.16118765	0.025981458	0.28675386	0.06535162	0.099334463	0.52205902	0
14	9	18	0.20687328	0.16859402	0.028423943	0	0.039210968	0	0.67552054	0
14	9	19	0	0	0	0	0	0	0.14259814	0
14	9	20	0.31185451	0.065298446	0.0042638872	0.40553123	0.013070324	0.1986689	0.34249431	0
14	9	21	0.29244602	0.25222033	0.063615099	0	0.36596903	0	0.70923817	0
14	9	22	0.36444986	0.079996713	0.0063994741	0.28675386	0	0	0.34403816	0
14	9	23	0.14832659	0.01172452	0.00013746436	0	0.039210968	0	0.14259814	0
14	9	24	0.25410643	0.016680731	0.00027824676	0	0.06535162	0	0.33068559	0
14	9	25	0.32013294	0.089026541	0.0079257246	0.28675386	0.06535162	0.099334449	0.32400241	0
14	9	26	0.34082159	0.0091992859	0.000084626859	0.40553123	0.28754711	0.13244593	0.14652027	0
14	10	1	0.09405148	0.0056586205	0.000032019987	0	0.013128842	0	0.51103884	0
14	10	2	0.05608597	0	0	0	0.013128842	0	0.38544965	0
14	10	3	0.41206568	0.095679559	0.0091545777	0	0.26257685	0	0.76066107	0
14	10	4	0.3587651	0.066552274	0.0044292053	0.40734687	0.27570567	0.19955839	0.74710757	0
14	10	5	0.21650437	0.21195595	0.044925325	0.28803772	0.013128842	0	0.34603649	0
14	10	6	0.27215236	0.01792505	0.00032130742	0.28803772	0	0.39911678	0.25052148	0
14	10	7	0.3960503	0.12972221	0.016827852	0.40734687	0.17067495	0.13303892	0.73998559	0
14	10	8	0.20085442	0.33739373	0.11383453	0	0.1575461	0	0.67418694	0
14	10	9	0.22903502	0.090174593	0.0081314575	0	0.11815958	0	0.77951801	0
14	10	10	0.498896	0.15182807	0.023051761	0.498896	0.13128842	0.16629867	0.42142534	0
14	10	11	0.43127581	0.073703326	0.0054321801	0.28803772	0.22319031	0	0.67848051	0
14	10	12	0.20106444	0.070567116	0.004979718	0	0.039386526	0	0.66712439	0
14	10	13	0.13174176	0	0	0	0.052515369	0	0.69183272	0
14	10	14	0.069740497	0	0	0	0.013128842	0	0.7337994	0
14	10	15	0.41892451	0.027233511	0.00074166415	0.40734687	0.10503074	0.13303894	0.65034711	0
14	10	16	0.40848273	0.026577987	0.00070638937	0.28803772	0.28883451	0	0.69560504	0
14	10	17	0.43156365	0.10953015	0.011996854	0.28803772	0.065644212	0.099779204	0.70298827	0
14	10	18	0.20779949	0.083234526	0.0069279862	0	0.039386526	0	0.78744733	0
14	10	19	0	0	0	0	0	0	0.048181206	0
14	10	20	0.31325078	0.056907076	0.0032384153	0.40734687	0.013128842	0.19955838	0.29314491	0
14	10	21	0.29375538	0.13865782	0.019225992	0	0.36760756	0	0.67897475	0
14	10	22	0.36608157	0.078934848	0.0062307101	0.28803772	0	0	0.40170005	0
14	10	23	0.14899068	0.085898042	0.0073784734	0	0.039386526	0	0.66712439	0
14	10	24	0.25524411	0.004472292	0.000020001396	0	0.065644212	0	0.41137832	0
14	10	25	0.32156622	0.70721281	0.50014997	0.28803772	0.065644212	0.099779189	0.86345577	1
14	10	26	0.34234753	0.0046551656	0.000021670567	0.40734687	0.28883451	0.13303892	0.69035059	0
14	11	1	0.089452207	0.028154122	0.00079265458	0	0.012486819	0	0.5222798	0
14	11	2	0.053343274	0.024263419	0.0005887135	0	0.012486819	0	0.34468707	0
14	11	3	0.39191496	0.22154374	0.049081631	0	0.2497364	0	0.76680464	0
14	11	4	0.34122086	0.048713762	0.0023730306	0.38742694	0.26222318	0.18979965	0.49533415	0
14	11	5	0.20591694	0.073235177	0.0053633912	0.27395219	0.012486819	0	0.29420882	0
14	11	6	0.25884366	0.094713971	0.0089707365	0.27395219	0	0.3795993	0.23732647	0
14	11	7	0.37668276	0.12063611	0.01455307	0.38742694	0.16232866	0.12653309	0.44852331	0
14	11	8	0.19103231	0.22659627	0.051345866	0	0.14984183	0	0.67688596	0
14	11	9	0.21783482	0.16268045	0.026464928	0	0.11238138	0	0.75240535	0
14	11	10	0.47449914	0.13309412	0.017714044	0.47449914	0.1248682	0.15816638	0.38182107	0
14	11	11	0.41018569	0.10783434	0.011628245	0.27395219	0.21227592	0	0.65618515	0
14	11	12	0.19123206	0.074875116	0.005606283	0	0.037460458	0	0.49241012	0
14	11	13	0.12529936	0.039731529	0.0015785943	0	0.049947277	0	0.44316912	0
14	11	14	0.066330068	0.024263419	0.0005887135	0	0.012486819	0	0.41782382	0
14	11	15	0.39843839	0.24093394	0.058049165	0.38742694	0.099894553	0.12653311	0.50058675	0
14	11	16	0.38850725	0.032556437	0.0010599216	0.27395219	0.27471003	0	0.68988353	0
14	11	17	0.41045946	0.12596822	0.015867991	0.27395219	0.0624341	0.094899833	0.71394408	0
14	11	18	0.19763775	0.13388135	0.017924214	0	0.037460458	0	0.76977825	0
14	11	19	0	0.44091609	0.194407	0	0	0	0	1
14	11	20	0.29793227	0.076593749	0.0058666025	0.38742694	0.012486819	0.18979964	0.27754557	0
14	11	21	0.27939025	0.028093379	0.00078923797	0	0.34963095	0	0.42229843	0
14	11	22	0.34817958	0.10429876	0.010878232	0.27395219	0	0	0.40942043	0
14	11	23	0.14170478	0.046457026	0.0021582553	0	0.037460458	0	0.49241012	0
14	11	24	0.24276225	0.0093969312	0.000088302317	0	0.0624341	0	0.43599853	0
14	11	25	0.30584112	0.17440364	0.030416628	0.27395219	0.0624341	0.094899818	0.68138909	0
14	11	26	0.32560617	0.020628547	0.00042553697	0.38742694	0.27471003	0.12653309	0.50493914	0
14	12	1	0.18851921	0.010807636	0.000116805	0	0.23684211	0	0.14643484	0
14	12	2	0.11242017	0	0	0	0.02631579	0	0.74436587	0
14	12	3	0.82595509	0.2717151	0.0738291	0	0.52631581	0	0.52773464	0
14	12	4	0.719118	0.17428552	0.030375442	0.81649661	0.55263156	0.40000001	0.42187995	0
14	12	5	0.43396693	0.49290195	0.24295233	0.57735026	0.02631579	0	0.69679719	0
14	12	6	0.54550922	0.037072968	0.001374405	0.57735026	0	0.80000001	0.32179898	0
14	12	7	0.79385346	0.39506963	0.15608001	0.81649661	0.34210527	0.26666665	0.77755344	0
14	12	8	0.40259778	0.27169812	0.073819868	0	0.31578946	0	0.65672612	0
14	12	9	0.45908371	0.38348323	0.1470594	0	0.23684211	0	0.71123803	0
14	12	10	1	0.80529678	0.64850289	1	0.2631579	0.33333334	0.95882404	1
14	12	11	0.86446035	0.24127562	0.058213927	0.57735026	0.44736841	0	0.67938918	0
14	12	12	0.40301877	0.046902072	0.0021998044	0	0.47368422	0	0.19061705	0
14	12	13	0.26406661	0	0	0	0.21052632	0	0.65047538	0
14	12	14	0.13978966	0	0	0	0.18421052	0	0.67585301	0
14	12	15	0.83970308	0.095449127	0.0091105355	0.81649661	0.21052632	0.26666668	0.70999753	0
14	12	16	0.81877333	0.10963757	0.012020398	0.57735026	0.57894737	0	0.74761832	0
14	12	17	0.86503732	0.40762854	0.16616103	0.57735026	0.13157895	0.20000002	0.84521353	1
14	12	18	0.41651866	0.40346625	0.16278502	0	0.2631579	0	0.72114372	0
14	12	19	0	0.00075194612	5.6542297*^-7	0	0.02631579	0	0.14119782	0
14	12	20	0.6278879	0.1204787	0.014515117	0.81649661	0.02631579	0.39999998	0.35332048	0
14	12	21	0.58881086	0.2909947	0.08467792	0	1	0	0.71683913	0
14	12	22	0.73378336	0.15530944	0.024121022	0.57735026	0	0	0.36761379	0
14	12	23	0.29864076	0.07898403	0.0062384768	0	0.31578946	0	0.19061705	0
14	12	24	0.5116179	0.07285247	0.0053074826	0	0.15789473	0	0.3624146	0
14	12	25	0.64455569	0.16257206	0.026429674	0.57735026	0.13157895	0.19999999	0.35623679	0
14	12	26	0.68621027	0.013127007	0.00017231831	0.81649661	0.57894737	0.26666665	0.19516894	0
14	13	1	0.081874728	0.12797508	0.01637762	0	0.011429064	0	0.3371917	0
14	13	2	0.048824579	0.20772119	0.043148093	0	0.011429064	0	0.62076592	1
14	13	3	0.35871595	0.013963727	0.00019498568	0	0.22858129	0	0.37507319	0
14	13	4	0.31231612	0.016468665	0.00027121691	0.35460809	0.24001034	0.17372178	0.27662069	0
14	13	5	0.18847376	0	0	0.25074577	0.011429064	0	0.37034476	0
14	13	6	0.23691708	0.031595364	0.00099826709	0.25074577	0	0.34744355	0.21729127	0
14	13	7	0.34477407	0.016308149	0.00026595572	0.35460809	0.14857784	0.11581451	0.44644514	0
14	13	8	0.17485	0.017060401	0.00029105728	0	0.13714877	0	0.33186746	0
14	13	9	0.19938208	0.0069951592	0.000048932252	0	0.10286158	0	0.49558666	0
14	13	10	0.43430445	0.0013523449	1.8288366*^-6	0.43430445	0.11429065	0.14476815	0.41163698	0
14	13	11	0.37543896	0.20391434	0.041581061	0.25074577	0.19429408	0	0.43902242	0
14	13	12	0.17503284	0.12198377	0.014880041	0	0.034287192	0	0.073363245	0
14	13	13	0.11468529	0.24080095	0.057985097	0	0.045716256	0	0.23231694	0
14	13	14	0.060711265	0.20772119	0.043148093	0	0.011429064	0	0.70231646	0
14	13	15	0.36468676	0.0062009571	0.000038451868	0.35460809	0.091432512	0.11581452	0.44533956	0
14	13	16	0.3555969	0.13133788	0.017249638	0.25074577	0.25143939	0	0.41730493	0
14	13	17	0.37568954	0.015757916	0.00024831193	0.25074577	0.057145324	0.086860895	0.33638278	0
14	13	18	0.18089591	0	0	0	0.034287192	0	0.50827551	0
14	13	19	0	0.0038000534	0.000014440406	0	0	0	0.073363245	0
14	13	20	0.2726945	0.0058138436	0.000033800778	0.35460809	0.011429064	0.17372176	0.3026607	0
14	13	21	0.25572315	0.0018111181	3.2801488*^-6	0	0.32001379	0	0.49741015	0
14	13	22	0.31868535	0.0026895818	7.2338503*^-6	0.25074577	0	0	0.34885272	0
14	13	23	0.129701	0	0	0	0.034287192	0	0.073363245	0
14	13	24	0.22219792	0	0	0	0.057145324	0	0.3827917	0
14	13	25	0.27993339	0.00094498415	8.9299505*^-7	0.25074577	0.057145324	0.08686088	0.42870331	0
14	13	26	0.29802415	0.003232209	0.000010447175	0.35460809	0.25143939	0.11581451	0.09486255	0
14	14	1	0.12903282	0	0	0	0.018011959	0	0.71106809	0
14	14	2	0.076946482	0.0023166779	5.3669969*^-6	0	0.018011959	0	0	0
14	14	3	0.5653286	0.0034803764	0.000012113021	0	0.36023918	0	0.77336884	0
14	14	4	0.4922035	0.009613934	0.000092427726	0.5588547	0.37825111	0.27378178	0.41518271	0
14	14	5	0.2970306	0.0054763583	0.0000299905	0.39516994	0.018011959	0	0	0
14	14	6	0.37337622	4.9590598999999995*^-6	2.4592274*^-11	0.39516994	0	0.54756355	0.092636943	0
14	14	7	0.54335648	0.014273774	0.00020374062	0.5588547	0.23415548	0.18252116	0.13292108	0
14	14	8	0.27555984	0.0032593943	0.000010623651	0	0.2161435	0	0.72056532	0
14	14	9	0.31422189	0.000078015779	6.0864616*^-9	0	0.16210763	0	0.35734743	0
14	14	10	0.68445444	0.001867906	3.4890727*^-6	0.68445444	0.18011959	0.22815149	0.057914421	0
14	14	11	0.59168375	0.0069361613	0.000048110334	0.39516994	0.30620331	0	0.28702071	0
14	14	12	0.27584797	0.00020307899	4.1241076*^-8	0	0.054035876	0	0.79998738	0
14	14	13	0.18074155	0.00020339072	4.1367787*^-8	0	0.072047837	0	0.66665614	0
14	14	14	0.095679648	0.0023166779	5.3669969*^-6	0	0.018011959	0	0.0025820909	0
14	14	15	0.5747385	0.0017042079	2.9043244*^-6	0.5588547	0.14409567	0.18252119	0.240436	0
14	14	16	0.56041306	0.002892423	8.3661107*^-6	0.39516994	0.39626309	0	0.35267463	0
14	14	17	0.59207863	0.0050005047	0.000025005047	0.39516994	0.090059794	0.1368909	0.73704886	0
14	14	18	0.28508806	0.0023829346	5.678377*^-6	0	0.054035876	0	0.37738001	0
14	14	19	0	0	0	0	0	0	0	0
14	14	20	0.42976066	0.00011534915	1.3305425*^-8	0.5588547	0.018011959	0.27378175	0.18134673	0
14	14	21	0.40301418	0.00030869522	9.5292741*^-8	0	0.50433487	0	0.17511243	0
14	14	22	0.50224125	0.00078937178	6.2310784*^-7	0.39516994	0	0	0.32810032	0
14	14	23	0.20440599	0.0015818456	2.5022354999999995*^-6	0	0.054035876	0	0.79998738	0
14	14	24	0.35017914	0.00039208413	1.5372996*^-7	0	0.090059794	0	0.41108963	0
14	14	25	0.44116899	0.0025388806	6.4459146*^-6	0.39516994	0.090059794	0.13689087	0.37847719	0
14	14	26	0.46967965	0.76918495	0.59164548	0.5588547	0.39626309	0.18252116	0.99795347	1
14	15	1	0.13045388	0	0	0	0.018210329	0	0.75395548	0
14	15	2	0.077793911	0.012921696	0.00016697022	0	0.018210329	0	0.066640876	0
14	15	3	0.57155472	0.039805025	0.00158444	0	0.36420658	0	0.36351895	0
14	15	4	0.49762425	0.020387895	0.00041566629	0.56500953	0.3824169	0.276797	0.26166564	0
14	15	5	0.30030185	0.035500798	0.0012603067	0.39952204	0.018210329	0	0.060506329	0
14	15	6	0.37748832	0.00033732736	1.1378975*^-7	0.39952204	0	0.55359399	0.079901561	0
14	15	7	0.54934061	0.028889179	0.0008345847	0.56500953	0.23673429	0.18453132	0.16079582	0
14	15	8	0.27859464	0.032015413	0.0010249866	0	0.21852393	0	0.24830782	0
14	15	9	0.31768247	0.023224467	0.00053937588	0	0.16389297	0	0.41929021	0
14	15	10	0.69199252	0.044605508	0.0019896515	0.69199252	0.18210329	0.23066418	0.093497708	0
14	15	11	0.59820008	0.080716521	0.0065151565	0.39952204	0.30957559	0	0.31307676	0
14	15	12	0.27888596	0.0040809792	0.00001665439	0	0.054630984	0	0.28706837	0
14	15	13	0.18273211	0.001134449	1.2869745999999999*^-6	0	0.072841316	0	0.22042751	0
14	15	14	0.096733391	0.012921696	0.00016697022	0	0.018210329	0	0.70265079	0
14	15	15	0.58106822	0.025376756	0.00064397976	0.56500953	0.14568263	0.18453135	0.27323553	0
14	15	16	0.566585	0.070955642	0.0050347033	0.39952204	0.40062723	0	0.23702648	0
14	15	17	0.59859931	0.027478665	0.00075507705	0.39952204	0.091051646	0.13839851	0.25548217	0
14	15	18	0.2882278	0.16533011	0.027334046	0	0.054630984	0	0.82869506	1
14	15	19	0	0	0	0	0	0	0.010252443	0
14	15	20	0.43449372	0.02086034	0.00043515381	0.56500953	0.018210329	0.27679697	0.11696512	0
14	15	21	0.40745267	0.013701902	0.00018774212	0	0.50988919	0	0.13396133	0
14	15	22	0.50777256	0.091980904	0.0084604863	0.39952204	0	0	0.21940035	0
14	15	23	0.20665717	0.0051303832	0.000026320831	0	0.054630984	0	0.28706837	0
14	15	24	0.35403574	0.01797015	0.00032292629	0	0.091051646	0	0.2058738	0
14	15	25	0.44602767	0.04086772	0.0016701706	0.39952204	0.091051646	0.13839848	0.5160324	0
14	15	26	0.47485235	0.0059315809	0.000035183653	0.56500953	0.40062723	0.18453132	0.31407297	0
14	16	1	1.1180159000000002*^-17	0	0	0	1.5606616*^-18	0	0	0
14	16	2	6.667093900000001*^-18	0	0	0	1.5606616*^-18	0	0	0
14	16	3	4.8983383*^-17	0.061030228	0.0037246887	0	3.1213234*^-17	0	0.12551491	0
14	16	4	4.2647394*^-17	0.097888194	0.0095820986	4.8422448*^-17	3.2773892000000005*^-17	2.3722058000000003*^-17	0.072292432	0
14	16	5	2.5736471000000002*^-17	0.1842024	0.033930525	3.4239838*^-17	1.5606616*^-18	0	0.2298097	0
14	16	6	3.2351504000000003*^-17	0.003189299	0.000010171629	3.4239838*^-17	0	4.7444115000000005*^-17	0.030865021	0
14	16	7	4.707959*^-17	0.12622558	0.015932895	4.8422448*^-17	2.0288601000000003*^-17	1.5814704*^-17	0.048361767	0
14	16	8	2.3876118000000002*^-17	0.16310465	0.026603129	0	1.8727938*^-17	0	0.40032038	1
14	16	9	2.7226025*^-17	0.30104375	0.090627335	0	1.4045955000000003*^-17	0	0.11867322	0
14	16	10	5.9305144*^-17	0.50379282	0.25380722	5.9305144*^-17	1.5606617*^-17	1.9768381000000002*^-17	0.067380272	0
14	16	11	5.1266944*^-17	0.20848364	0.043465428	3.4239838*^-17	2.6531247*^-17	0	0.050293762	0
14	16	12	2.3901084*^-17	0	0	0	4.681984500000001*^-18	0	0	0
14	16	13	1.5660506*^-17	0	0	0	6.2426465000000006*^-18	0	0.43333334	0
14	16	14	8.290244800000001*^-18	0	0	0	1.5606616*^-18	0	0	0
14	16	15	4.979871100000001*^-17	0.064453557	0.0041542612	4.8422448*^-17	1.2485293*^-17	1.5814706000000003*^-17	0.13299011	0
14	16	16	4.855747100000001*^-17	0.084643148	0.0071644625	3.4239838*^-17	3.4334557000000003*^-17	0	0.04865244	0
14	16	17	5.1301163000000007*^-17	0.33870065	0.11471813	3.4239838*^-17	7.8033084*^-18	1.186103*^-17	0.13588631	0
14	16	18	2.4701699000000004*^-17	0.17644326	0.031132225	0	4.681984500000001*^-18	0	0	0
14	16	19	0	0	0	0	0	0	0.80000001	0
14	16	20	3.7236981000000005*^-17	0.0479245	0.0022967577	4.8422448*^-17	1.5606616*^-18	2.3722054000000002*^-17	0.31909353	0
14	16	21	3.4919509*^-17	0.030308377	0.00091859774	0	4.3698526*^-17	0	0.17511517	0
14	16	22	4.3517125*^-17	0.071886748	0.0051677045	3.4239838*^-17	0	0	0.15874402	0
14	16	23	1.7710933*^-17	0	0	0	4.681984500000001*^-18	0	0	0
14	16	24	3.0341571*^-17	0.021323217	0.0004546796	0	7.8033084*^-18	0	0.20554805	0
14	16	25	3.8225465000000004*^-17	0.015317096	0.00023461344	3.4239838*^-17	7.8033084*^-18	1.1861027000000001*^-17	0.03480617	0
14	16	26	4.069579700000001*^-17	0	0	4.8422448*^-17	3.4334557000000003*^-17	1.5814704*^-17	0.0023047035	0
14	17	1	0.14437719	0.0085023828	0.00007229051	0	0.1813852	0	0.16087306	0
14	17	2	0.086096831	0.053713128	0.0028851002	0	0.020153912	0	0.75767654	0
14	17	3	0.63255656	0.36353716	0.13215926	0	0.40307823	0	0.77129364	0
14	17	4	0.55073553	0.15026674	0.022580093	0.62531281	0.42323211	0.30633944	0.39552113	0
14	17	5	0.33235297	0.4447884	0.19783671	0.4421629	0.020153912	0	1	1
14	17	6	0.41777751	0.042298462	0.00178916	0.4421629	0	0.61267889	0.31901148	0
14	17	7	0.60797155	0.39325491	0.15464942	0.62531281	0.26200086	0.20422629	0.78110093	0
14	17	8	0.30832896	0.13366669	0.017866785	0	0.24184692	0	0.75993186	0
14	17	9	0.35158861	0.42687187	0.18221959	0	0.1813852	0	0.8933953	0
14	17	10	0.76584864	0.5469678	0.29917377	0.76584864	0.20153911	0.25528288	0.7725879	0
14	17	11	0.66204578	0.42593014	0.18141648	0.4421629	0.3426165	0	0.84964979	0
14	17	12	0.30865136	0.054382429	0.0029574486	0	0.36277041	0	0.13382874	0
14	17	13	0.20223504	0.0047156974	0.000022237802	0	0.16123129	0	0.3806684	0
14	17	14	0.10705771	0.053713128	0.0028851002	0	0.14107737	0	0.77160829	0
14	17	15	0.64308548	0.11209882	0.012566146	0.62531281	0.16123129	0.20422632	0.88774961	0
14	17	16	0.62705642	0.19030365	0.03621548	0.4421629	0.44338605	0	0.72342384	0
14	17	17	0.66248763	0.27776745	0.077154756	0.4421629	0.10076956	0.15316974	0.78740203	0
14	17	18	0.31899026	0.18847173	0.035521593	0	0.20153911	0	0.74888641	0
14	17	19	0	0	0	0	0.020153912	0	0.12936778	0
14	17	20	0.48086712	0.14317997	0.020500503	0.62531281	0.020153912	0.30633944	0.3364971	0
14	17	21	0.45093998	0.24775793	0.061383989	0	0.76584864	0	0.88071656	0
14	17	22	0.56196696	0.19689122	0.038766153	0.4421629	0	0	0.34626111	0
14	17	23	0.22871362	0.01740225	0.00030283831	0	0.24184692	0	0.13382874	0
14	17	24	0.39182186	0.03029971	0.00091807242	0	0.12092346	0	0.32586679	0
14	17	25	0.49363208	0.11141372	0.012413018	0.4421629	0.10076956	0.15316972	0.36992052	0
14	17	26	0.5255332	0.0097818272	0.000095684147	0.62531281	0.44338605	0.20422629	0.14213653	0
14	18	1	0.079105414	0	0	0	0.01104249	0	0.30641294	0
14	18	2	0.047173142	0	0	0	0.01104249	0	0	0
