"marketid"	"upstreamid"	"downstreamid"	"payoff"	"originalmatch"	"urmax"	"drmax"	"urmin"	"drmin"	"removeU"	"removeD"
20	3	14	6.980012873629322	1	3.311556778454502	5.1925047544873735	1.7875081191419486	3.66845609517482	1	1
20	16	11	7.6489171277809165	1	5.006314183952469	5.106649455061785	2.542267672719132	2.6426029438284475	1	1
21	2	6	7.683332849131768	1	3.958089577400898	4.668030895300134	3.0153019538316332	3.7252432717308697	1	1
21	6	5	6.1861676048906205	1	4.457468043579041	2.9198818764615595	3.266285728429061	1.7286995613115792	1	1
22	3	21	7.640259362954096	1	5.013592494398694	3.6100872257290604	4.030172137225035	2.626666868555402	1	1
22	14	16	8.180779348179458	1	3.6380243900229488	4.599292137658352	3.5814872105211055	4.542754958156509	1	1
23	3	16	7.221548680267015	1	4.842875628539687	5.247607058892072	1.9739416213749426	2.3786730517273273	1	1
23	7	6	8.443359617974258	1	4.888561916057483	5.973796883130802	2.4695627348434552	3.5547977019167742	1	1
24	1	4	8.231556089518847	1	5.3949655248164845	5.707340052236468	2.524216037282379	2.8365905647023624	1	1
24	9	2	4.600710681535258	1	3.1291248582959525	3.147044488878464	1.4536661926567938	1.4715858232393053	1	1
25	2	4	6.904070383780175	1	10.356964105336488	2.9686717321042693	3.9353986516759054	0	1	1
25	2	24	7.621301947280769	1	10.356964105336488	3.685903295604845	3.935398651675924	0	1	1
25	7	9	5.5258644879598835	1	21.38088727800192	2.407927980033975	3.1179365079259087	0	1	1
25	7	15	6.15597577662245	1	21.38088727800192	3.0380392686965365	3.117936507925913	0	1	1
25	7	21	7.266500659347807	1	21.38088727800192	4.14856415142188	3.1179365079259274	0	1	1
25	7	27	5.204085878575077	1	21.38088727800192	2.086149370649167	3.1179365079259096	0	1	1
25	14	17	7.897032382111208	1	27.035167800198536	4.182522002495432	3.714510379615776	0	1	1
25	14	19	8.996742582975141	1	27.035167800198536	5.282232203359371	3.7145103796157706	0	1	1
25	14	20	9.135556642542742	1	27.035167800198536	5.421046262926978	3.7145103796157635	0	1	1
25	14	26	7.7774458113985965	1	27.035167800198536	4.062935431782847	3.7145103796157493	0	1	1
26	1	2	5.6183653570802505	1	8.345932715208534	4.517360799832119	1.1010045572481317	0	1	1
26	1	29	8.755975107852953	1	8.345932715208534	7.654970550604816	1.101004557248137	0.410042392644419	1	1
26	5	11	5.651451997926019	1	4.2852287462678476	4.843214226208971	0.8082377717170477	1.3662232516581714	1	1
26	12	36	8.448409724256372	1	10.98598819305252	6.07919079714631	2.3692189271100617	0	1	1
26	12	37	9.614995486152237	1	10.98598819305252	7.245776559042184	2.3692189271100528	0	1	1
27	8	5	7.0777198941829065	1	7.077719894182906	4.949897172298918	2.1278227218839882	8.881784197001252*^-16	1	1
28	2	8	7.712182324845921	1	3.5221321798618703	4.963268466708115	2.748913858137806	4.190050144984051	1	1
28	6	11	4.01864299797614	1	3.271487990534169	1.4492952119770308	2.569347785999109	0.7471550074419708	1	1
28	8	21	7.517539036117388	1	4.355189210621063	5.699498011270862	1.8180410248465266	3.1623498254963254	1	1
29	2	3	6.8329246990695	1	4.87563701068089	4.053531319868199	2.7793933792013013	1.9572876883886101	1	1
29	5	18	7.948866736765293	1	6.516069590365589	4.899349062374398	3.049517674390895	1.4327971463997038	1	1
29	18	24	8.003252610138977	1	4.976584090495649	4.546149513288597	3.45710309685038	3.0266685196433283	1	1
29	21	23	8.054051029955778	1	4.706020570291415	5.109701513914985	2.944349516040793	3.348030459664363	1	1
30	6	4	7.398380008748561	1	1.8913355055320196	6.628016724558535	0.7703632841900268	5.507044503216542	1	1
31	6	2	6.267855875176389	1	17.00429191077474	5.252344398825443	1.0155114763509463	0	1	1
31	6	8	5.400327533056983	1	17.00429191077474	4.384816056706029	1.0155114763509543	0	1	1
31	6	16	6.687161474948971	1	17.00429191077474	5.671649998598028	1.0155114763509436	0	1	1
31	12	4	7.430526921572237	1	5.589979290028481	5.086163344555473	2.3443635770167637	1.840547631543756	1	1
31	13	12	5.752496256436368	1	4.317715323871184	4.0435952400411	1.7089010163952683	1.4347809325651841	1	1
31	14	1	5.472493747945849	1	13.349627518504803	3.974260074989502	1.4982336729563475	0	1	1
31	14	18	3.7068312546918873	1	13.349627518504803	2.6201294001244975	1.0867018545673899	0	1	1
31	14	22	4.55784314821397	1	13.349627518504803	3.0596094752576306	1.4982336729563395	0	1	1
32	16	8	7.01701643245477	1	4.679553330292492	4.653519885316257	2.3634965471385128	2.3374631021622774	1	1
32	25	21	6.420805920985524	1	6.910075041306868	5.814246476160633	0.6065594448248905	0	1	1
32	25	27	5.717395882500879	1	6.910075041306868	5.110836437675971	0.6065594448249083	0	1	1
33	6	2	8.56258206403261	1	6.811241767546228	7.364903776624445	1.1976782874081646	1.7513402964863811	1	1
33	6	12	4.902607827079416	1	6.811241767546228	3.704929539671255	1.197678287408161	0	1	1
33	7	7	6.573853860955685	1	4.273078200608261	6.02345026730864	0.5504035936470455	2.3007756603474245	1	1
33	9	5	2.6242668918937775	1	2.6242668918937753	1.5574539286760967	1.0668129632176808	2.220446049250313*^-15	1	1
